link Location Recorder Datum Jaar L00 L0 L1 L2 M1 M2 AM AV Totaal Totaal_Larven.All Totaal_Larven.CPUE Totaal_Juvenielen Totaal_Adulten
"Retiebaan 2-2020-05-12" "Retiebaan 2" "Dries Jonckers;Arbeider 1" 2020-05-12T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 4-2020-04-28" "Arendonk 4" "Dries Jonckers;Arbeider 1" 2020-04-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Arendonk-visput-2020-04-28 Arendonk-visput "Dries Jonckers;Arbeider 1" 2020-04-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Griesbroek 6-2020-05-13" "Griesbroek 6" Natuurwerk 2020-05-13T00:00:00Z 2020 NA 488 34 53 1 1 2 1 580 575 575 2 3
"Griesbroek 7-2020-05-13" "Griesbroek 7" Natuurwerk 2020-05-13T00:00:00Z 2020 1 39 NA 1 NA NA NA NA 49 49 48 0 0
"Griesbroek 7-2020-05-13" "Griesbroek 7" Natuurwerk 2020-05-13T00:00:00Z 2020 NA 8 NA NA NA NA NA NA 49 49 48 0 0
"Griesbroek 3-2020-05-13" "Griesbroek 3" Natuurwerk 2020-05-13T00:00:00Z 2020 NA 31 19 29 NA NA NA NA 79 79 79 0 0
"Griesbroek 4-2020-05-13" "Griesbroek 4" Natuurwerk 2020-05-13T00:00:00Z 2020 NA 1 NA NA NA NA NA NA 1 1 1 0 0
"Griesbroek 6-2020-05-15" "Griesbroek 6" Natuurwerk 2020-05-15T00:00:00Z 2020 NA 1401 74 79 3 NA NA NA 1557 1554 1554 3 0
"Griesbroek 7-2020-05-15" "Griesbroek 7" Natuurwerk 2020-05-15T00:00:00Z 2020 NA 29 2 1 NA NA NA NA 47 47 47 0 0
"Griesbroek 7-2020-05-15" "Griesbroek 7" Natuurwerk 2020-05-15T00:00:00Z 2020 NA 13 2 NA NA NA NA NA 47 47 47 0 0
"Griesbroek 3-2020-05-15" "Griesbroek 3" Natuurwerk 2020-05-15T00:00:00Z 2020 NA 68 24 27 NA NA NA NA 119 119 119 0 0
"Griesbroek 4-2020-05-15" "Griesbroek 4" Natuurwerk 2020-05-15T00:00:00Z 2020 NA 12 1 1 NA NA NA NA 14 14 14 0 0
"Griesbroek 6-2020-05-16" "Griesbroek 6" Natuurwerk 2020-05-16T00:00:00Z 2020 NA 161 51 25 1 1 2 NA 241 237 237 2 2
"Griesbroek 7-2020-05-16" "Griesbroek 7" Natuurwerk 2020-05-16T00:00:00Z 2020 NA 33 4 1 NA NA 1 NA 53 52 52 0 1
"Griesbroek 7-2020-05-16" "Griesbroek 7" Natuurwerk 2020-05-16T00:00:00Z 2020 NA 14 NA NA NA NA NA NA 53 52 52 0 1
"Scheps 20-2020-05-21" "Scheps 20" Natuurwerk 2020-05-21T00:00:00Z 2020 NA 133 NA 1 NA 2 NA 1 137 134 134 2 1
"Griesbroek 6-2020-05-21" "Griesbroek 6" Natuurwerk 2020-05-21T00:00:00Z 2020 NA 73 7 18 NA NA 3 1 514 498 498 1 15
"Griesbroek 6-2020-05-21" "Griesbroek 6" Natuurwerk 2020-05-21T00:00:00Z 2020 NA 17 1 3 NA NA 1 2 514 498 498 1 15
"Griesbroek 6-2020-05-21" "Griesbroek 6" Natuurwerk 2020-05-21T00:00:00Z 2020 NA 276 65 38 1 NA 4 4 514 498 498 1 15
"Scheps 20-2020-05-22" "Scheps 20" Natuurwerk 2020-05-22T00:00:00Z 2020 NA 115 4 NA NA 3 NA NA 122 119 119 3 0
"Griesbroek 6-2020-05-22" "Griesbroek 6" Natuurwerk 2020-05-22T00:00:00Z 2020 NA 124 11 14 NA NA 5 1 464 446 446 3 15
"Griesbroek 6-2020-05-22" "Griesbroek 6" Natuurwerk 2020-05-22T00:00:00Z 2020 NA 75 17 12 NA NA 2 1 464 446 446 3 15
"Griesbroek 6-2020-05-22" "Griesbroek 6" Natuurwerk 2020-05-22T00:00:00Z 2020 NA 132 29 32 3 NA 4 2 464 446 446 3 15
"Scheps 20-2020-05-23" "Scheps 20" Natuurwerk 2020-05-23T00:00:00Z 2020 NA 104 3 NA NA 2 NA NA 109 107 107 2 0
"Griesbroek 6-2020-05-23" "Griesbroek 6" Natuurwerk 2020-05-23T00:00:00Z 2020 NA 198 19 21 NA NA 1 NA 438 423 423 1 14
"Griesbroek 6-2020-05-23" "Griesbroek 6" Natuurwerk 2020-05-23T00:00:00Z 2020 NA 14 3 5 NA 1 1 2 438 423 423 1 14
"Griesbroek 6-2020-05-23" "Griesbroek 6" Natuurwerk 2020-05-23T00:00:00Z 2020 NA 118 27 18 NA NA 4 6 438 423 423 1 14
"Nijlen B10-2020-05-13" "Nijlen B10" "Michaël Merckx;Arbeider 1" 2020-05-13T00:00:00Z 2020 58 5 NA 2 NA 2 NA NA 70 66 7 4 0
"Nijlen B10-2020-05-13" "Nijlen B10" "Michaël Merckx;Arbeider 1" 2020-05-13T00:00:00Z 2020 1 NA NA NA NA 2 NA NA 70 66 7 4 0
"Nijlen B11-2020-05-13" "Nijlen B11" "Michaël Merckx;Arbeider 1" 2020-05-13T00:00:00Z 2020 NA 33 2 NA NA NA NA NA 55 55 55 0 0
"Nijlen B11-2020-05-13" "Nijlen B11" "Michaël Merckx;Arbeider 1" 2020-05-13T00:00:00Z 2020 NA 18 1 1 NA NA NA NA 55 55 55 0 0
"Nijlen B11-2020-05-14" "Nijlen B11" "Michaël Merckx;Arbeider 1" 2020-05-14T00:00:00Z 2020 NA 8 NA NA NA NA NA NA 80 80 80 0 0
"Nijlen B11-2020-05-14" "Nijlen B11" "Michaël Merckx;Arbeider 1" 2020-05-14T00:00:00Z 2020 NA 8 NA NA NA NA NA NA 80 80 80 0 0
"Nijlen B11-2020-05-14" "Nijlen B11" "Michaël Merckx;Arbeider 1" 2020-05-14T00:00:00Z 2020 NA 59 3 2 NA NA NA NA 80 80 80 0 0
"Nijlen B10-2020-05-14" "Nijlen B10" "Michaël Merckx;Arbeider 1" 2020-05-14T00:00:00Z 2020 59 NA NA 1 NA NA NA NA 63 63 1 0 0
"Nijlen B10-2020-05-14" "Nijlen B10" "Michaël Merckx;Arbeider 1" 2020-05-14T00:00:00Z 2020 3 NA NA NA NA NA NA NA 63 63 1 0 0
"Nijlen B9-2020-05-14" "Nijlen B9" "Michaël Merckx;Arbeider 1" 2020-05-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen D2-2020-05-27" "Nijlen D2" "Michaël Merckx;Arbeider 1" 2020-05-27T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen D2-2020-05-28" "Nijlen D2" "Michaël Merckx;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen D3-2020-05-28" "Nijlen D3" "Michaël Merckx;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen D1-2020-05-28" "Nijlen D1" "Michaël Merckx;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen D1-2020-05-28" "Nijlen D1" "Michaël Merckx;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B10-2020-05-29" "Nijlen B10" "Michaël Merckx;Arbeider 1" 2020-05-29T00:00:00Z 2020 NA 62 NA NA 3 4 NA NA 79 69 69 10 0
"Nijlen B10-2020-05-29" "Nijlen B10" "Michaël Merckx;Arbeider 1" 2020-05-29T00:00:00Z 2020 NA 7 NA NA 1 2 NA NA 79 69 69 10 0
"Nijlen B12-2020-06-05" "Nijlen B12" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-06-05T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B11-2020-06-05" "Nijlen B11" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-06-05T00:00:00Z 2020 NA 143 12 2 NA NA NA NA 384 384 384 0 0
"Nijlen B11-2020-06-05" "Nijlen B11" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-06-05T00:00:00Z 2020 NA 219 2 6 NA NA NA NA 384 384 384 0 0
"Nijlen B10-2020-06-05" "Nijlen B10" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-06-05T00:00:00Z 2020 NA 23 NA NA 3 14 1 NA 41 23 23 17 1
"Arendonk 1-2020-05-28" "Arendonk 1" "Dries Jonckers;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 1-2020-05-28" "Arendonk 1" "Dries Jonckers;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 4-2020-05-28" "Arendonk 4" "Dries Jonckers;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Arendonk-visput-2020-05-28 Arendonk-visput "Dries Jonckers;Arbeider 1" 2020-05-28T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 12-2020-06-16" "Kasterlee 12" "Dries Jonckers;Arbeider 1" 2020-06-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 13-2020-06-16" "Kasterlee 13" "Dries Jonckers;Arbeider 1" 2020-06-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 1-2020-06-16" "Kasterlee 1" "Dries Jonckers;Arbeider 1" 2020-06-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 2-2020-06-16" "Kasterlee 2" "Dries Jonckers;Arbeider 1" 2020-06-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 3-2020-06-16" "Kasterlee 3" "Dries Jonckers;Arbeider 1" 2020-06-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 7-2020-06-16" "Kasterlee 7" "Dries Jonckers;Arbeider 1" 2020-06-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 14-2020-06-18" "Kasterlee 14" "Dries Jonckers;Arbeider 1" 2020-06-18T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 9-2020-06-18" "Kasterlee 9" "Dries Jonckers;Arbeider 1" 2020-06-18T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Retiebaan 1-2020-06-18" "Retiebaan 1" "Dries Jonckers;Arbeider 1" 2020-06-18T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Retiebaan 2-2020-06-18" "Retiebaan 2" "Dries Jonckers;Arbeider 1" 2020-06-18T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Retiebaan 3-2020-06-18" "Retiebaan 3" "Dries Jonckers;Arbeider 1" 2020-06-18T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B3b-2020-06-10" "Nijlen B3b" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-06-10T00:00:00Z 2020 NA NA NA NA NA 1 NA NA 1 0 0 1 0
"Nijlen B6-2020-06-10" "Nijlen B6" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-06-10T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B7-2020-06-10" "Nijlen B7" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-06-10T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B5-2020-06-10" "Nijlen B5" "Michaël Merckx;Arbeider 1" 2020-06-10T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B11-2020-06-10" "Nijlen B11" "Michaël Merckx;Arbeider 1" 2020-06-10T00:00:00Z 2020 NA 198 22 2 NA NA NA NA 222 222 222 0 0
"Nijlen L10-2020-06-24" "Nijlen L10" "Michaël Merckx;Arbeider 1" 2020-06-24T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen G8-2020-06-24" "Nijlen G8" "Michaël Merckx;Arbeider 1" 2020-06-24T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen L10-2020-06-25" "Nijlen L10" "Michaël Merckx;Arbeider 1" 2020-06-25T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen L3-2020-06-25" "Nijlen L3" "Michaël Merckx;Arbeider 1" 2020-06-25T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen G8-2020-06-25" "Nijlen G8" "Michaël Merckx;Arbeider 1" 2020-06-25T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen G8-2020-06-26" "Nijlen G8" "Michaël Merckx;Arbeider 1" 2020-06-26T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen L3-2020-06-26" "Nijlen L3" "Michaël Merckx;Arbeider 1" 2020-06-26T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen L10-2020-06-26" "Nijlen L10" "Michaël Merckx;Arbeider 1" 2020-06-26T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen L3-2020-06-27" "Nijlen L3" "Michaël Merckx;Arbeider 1" 2020-06-27T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen G8-2020-06-27" "Nijlen G8" "Michaël Merckx;Arbeider 1" 2020-06-27T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Griesbroek 4-2020-04-29" "Griesbroek 4" Natuurwerk 2020-04-29T00:00:00Z 2020 NA 8 NA NA NA 5 NA NA 13 8 8 5 0
"Laakdal 3-2020-07-01" "Laakdal 3" Natuurwerk 2020-07-01T00:00:00Z 2020 NA NA NA NA NA 7 2 NA 9 0 0 7 2
"Laakdal 9-2020-07-01" "Laakdal 9" Natuurwerk 2020-07-01T00:00:00Z 2020 NA NA NA NA 1 53 NA NA 54 0 0 54 0
"Arendonk 3-2020-06-23" "Arendonk 3" "Dries Jonckers;Arbeider 1" 2020-06-23T00:00:00Z 2020 NA NA NA NA NA NA 1 NA 1 0 0 0 1
"Arendonk 2-2020-06-23" "Arendonk 2" "Dries Jonckers;Arbeider 1" 2020-06-23T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2b-2020-06-23" "Arendonk 2b" "Dries Jonckers;Arbeider 1" 2020-06-23T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 4-2020-06-23" "Arendonk 4" "Dries Jonckers;Arbeider 1" 2020-06-23T00:00:00Z 2020 NA NA NA NA NA NA NA 1 2 0 0 0 2
"Arendonk 4-2020-06-23" "Arendonk 4" "Dries Jonckers;Arbeider 1" 2020-06-23T00:00:00Z 2020 NA NA NA NA NA NA NA 1 2 0 0 0 2
"Arendonk 1-2020-06-23" "Arendonk 1" "Dries Jonckers;Arbeider 1" 2020-06-23T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Arendonk-visput-2020-06-23 Arendonk-visput "Dries Jonckers;Arbeider 1" 2020-06-23T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Watermolen-2020-06-25 Watermolen "Dries Jonckers;Arbeider 1" 2020-06-25T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Thielen-2020-06-25 Thielen "Dries Jonckers;Arbeider 1" 2020-06-25T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 3-2020-07-02" "Laakdal 3" Natuurwerk 2020-07-02T00:00:00Z 2020 NA NA NA NA NA 6 NA NA 6 0 0 6 0
"Laakdal 10-2020-07-02" "Laakdal 10" Natuurwerk 2020-07-02T00:00:00Z 2020 NA NA NA NA NA 4 NA NA 4 0 0 4 0
"Laakdal 9-2020-07-02" "Laakdal 9" Natuurwerk 2020-07-02T00:00:00Z 2020 NA NA NA NA 1 25 NA NA 26 0 0 26 0
"Laakdal 3-2020-07-03" "Laakdal 3" Natuurwerk 2020-07-03T00:00:00Z 2020 NA NA NA NA NA 7 NA NA 7 0 0 7 0
"Laakdal 9-2020-07-03" "Laakdal 9" Natuurwerk 2020-07-03T00:00:00Z 2020 NA NA NA NA NA 13 NA NA 13 0 0 13 0
"Laakdal 10-2020-07-03" "Laakdal 10" Natuurwerk 2020-07-03T00:00:00Z 2020 NA NA NA NA NA 9 NA NA 9 0 0 9 0
"Laakdal 30a-2020-07-07" "Laakdal 30a" Natuurwerk 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30a-2020-07-07" "Laakdal 30a" Natuurwerk 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30-2020-07-07" "Laakdal 30" Natuurwerk 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 29b-2020-07-07" "Laakdal 29b" Natuurwerk 2020-07-07T00:00:00Z 2020 NA NA NA NA NA 1 NA NA 1 0 0 1 0
"Laakdal 29a-2020-07-07" "Laakdal 29a" Natuurwerk 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30b-2020-07-07" "Laakdal 30b" Natuurwerk 2020-07-07T00:00:00Z 2020 NA NA NA NA NA 2 NA NA 2 0 0 2 0
"Laakdal 30c-2020-07-07" "Laakdal 30c" Natuurwerk 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 3-2020-07-07" "Kasterlee 3" "Dries Jonckers;Arbeider 1" 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 12-2020-07-07" "Kasterlee 12" "Dries Jonckers;Arbeider 1" 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 13-2020-07-07" "Kasterlee 13" "Dries Jonckers;Arbeider 1" 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 1-2020-07-07" "Kasterlee 1" "Dries Jonckers;Arbeider 1" 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 7-2020-07-07" "Kasterlee 7" "Dries Jonckers;Arbeider 1" 2020-07-07T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30a-2020-07-08" "Laakdal 30a" Natuurwerk 2020-07-08T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30a-2020-07-08" "Laakdal 30a" Natuurwerk 2020-07-08T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30-2020-07-08" "Laakdal 30" Natuurwerk 2020-07-08T00:00:00Z 2020 NA NA NA NA NA 1 NA NA 1 0 0 1 0
"Laakdal 29b-2020-07-08" "Laakdal 29b" Natuurwerk 2020-07-08T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 29a-2020-07-08" "Laakdal 29a" Natuurwerk 2020-07-08T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30b-2020-07-08" "Laakdal 30b" Natuurwerk 2020-07-08T00:00:00Z 2020 NA NA NA NA NA 3 1 NA 4 0 0 3 1
"Laakdal 30c-2020-07-08" "Laakdal 30c" Natuurwerk 2020-07-08T00:00:00Z 2020 NA NA NA NA NA 2 NA NA 2 0 0 2 0
"Laakdal 30-2020-07-09" "Laakdal 30" Natuurwerk 2020-07-09T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 3-2020-07-09" "Laakdal 3" Natuurwerk 2020-07-09T00:00:00Z 2020 NA NA NA NA NA NA NA NA 3 0 0 3 0
"Laakdal 3-2020-07-09" "Laakdal 3" Natuurwerk 2020-07-09T00:00:00Z 2020 NA NA NA NA NA 3 NA NA 3 0 0 3 0
"Laakdal 9-2020-07-09" "Laakdal 9" Natuurwerk 2020-07-09T00:00:00Z 2020 NA NA NA NA NA 20 NA NA 20 0 0 20 0
"Kasterlee 14-2020-07-09" "Kasterlee 14" "Dries Jonckers;Arbeider 1" 2020-07-09T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 2-2020-07-09" "Kasterlee 2" "Dries Jonckers;Arbeider 1" 2020-07-09T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Retiebaan 2-2020-07-09" "Retiebaan 2" "Dries Jonckers;Arbeider 1" 2020-07-09T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Retiebaan 1-2020-07-09" "Retiebaan 1" "Dries Jonckers;Arbeider 1" 2020-07-09T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 3-2020-07-09" "Kasterlee 3" "Dries Jonckers;Arbeider 1" 2020-07-09T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 10-2020-07-09" "Laakdal 10" Natuurwerk 2020-07-09T00:00:00Z 2020 NA NA NA NA NA 6 NA NA 6 0 0 6 0
"Nijlen G2-2020-07-03" "Nijlen G2" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-07-03T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen G2-2020-07-04" "Nijlen G2" "Michaël Merckx;Arbeider 1; Arbeider 2" 2020-07-04T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 30-2020-07-10" "Laakdal 30" Natuurwerk 2020-07-10T00:00:00Z 2020 NA NA NA NA NA 1 NA NA 1 0 0 1 0
"Laakdal 3-2020-07-10" "Laakdal 3" Natuurwerk 2020-07-10T00:00:00Z 2020 NA NA NA NA NA 5 NA NA 6 0 0 6 0
"Laakdal 3-2020-07-10" "Laakdal 3" Natuurwerk 2020-07-10T00:00:00Z 2020 NA NA NA NA NA 1 NA NA 6 0 0 6 0
"Laakdal 9-2020-07-10" "Laakdal 9" Natuurwerk 2020-07-10T00:00:00Z 2020 1 NA NA NA 2 19 NA NA 22 1 0 21 0
"Laakdal 10-2020-07-10" "Laakdal 10" Natuurwerk 2020-07-10T00:00:00Z 2020 NA NA NA NA NA 6 NA NA 6 0 0 6 0
Driehoek-2020-07-14 Driehoek Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 31-2020-07-14" "Laakdal 31" Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 31-2020-07-14" "Laakdal 31" Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Natuurpuntpoel-2020-07-14 Natuurpuntpoel Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Bospoel-2020-07-14 Bospoel Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 2-2020-07-14" "Laakdal 2" Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Rechthoekigevijver 1-2020-07-14" "Rechthoekigevijver 1" Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Rechthoekigevijver 2-2020-07-14" "Rechthoekigevijver 2" Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 6-2020-07-14" "Laakdal 6" Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA 3 1 NA NA 4 0 0 4 0
"Laakdal 8-2020-07-14" "Laakdal 8" Natuurwerk 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 31-2020-07-15" "Laakdal 31" Natuurwerk 2020-07-15T00:00:00Z 2020 NA NA NA NA NA NA NA 0 0 0 0 0 0
"Laakdal 2-2020-07-15" "Laakdal 2" Natuurwerk 2020-07-15T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 6-2020-07-15" "Laakdal 6" Natuurwerk 2020-07-15T00:00:00Z 2020 NA 4 NA NA NA NA NA 2 6 4 4 0 2
"Laakdal 8-2020-07-15" "Laakdal 8" Natuurwerk 2020-07-15T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 31-2020-07-16" "Laakdal 31" Natuurwerk 2020-07-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 2-2020-07-16" "Laakdal 2" Natuurwerk 2020-07-16T00:00:00Z 2020 NA NA NA NA NA 2 NA NA 2 0 0 2 0
"Laakdal 6-2020-07-16" "Laakdal 6" Natuurwerk 2020-07-16T00:00:00Z 2020 NA NA NA NA NA 3 NA NA 3 0 0 3 0
"Laakdal 8-2020-07-16" "Laakdal 8" Natuurwerk 2020-07-16T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 31-2020-07-17" "Laakdal 31" Natuurwerk 2020-07-17T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2-2020-07-14" "Arendonk 2" "Dries Jonckers;Arbeider 1" 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2b-2020-07-14" "Arendonk 2b" "Dries Jonckers;Arbeider 1" 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 3-2020-07-14" "Arendonk 3" "Dries Jonckers;Arbeider 1" 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 4-2020-07-14" "Arendonk 4" "Dries Jonckers;Arbeider 1" 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
Arendonk-visput-2020-07-14 Arendonk-visput "Dries Jonckers;Arbeider 1" 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 1-2020-07-14" "Arendonk 1" "Dries Jonckers;Arbeider 1" 2020-07-14T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 2-2020-07-17" "Laakdal 2" Natuurwerk 2020-07-17T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Laakdal 6-2020-07-17" "Laakdal 6" Natuurwerk 2020-07-17T00:00:00Z 2020 NA NA NA NA NA 5 NA NA 5 0 0 5 0
"Laakdal 8-2020-07-17" "Laakdal 8" Natuurwerk 2020-07-17T00:00:00Z 2020 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Griesbroek 5-2020-07-23" "Griesbroek 5" NA 2020-07-23T00:00:00Z 2020 NA NA NA 20 9 NA NA NA 2366 2146 2146 220 0
"Griesbroek 5-2020-07-23" "Griesbroek 5" NA 2020-07-23T00:00:00Z 2020 NA 4 261 1861 210 1 NA NA 2366 2146 2146 220 0
